TransactionID,CustomerID,Gender,Age,Quantity,Price,PurchaseDate,PaymentMode,TotalAmount,PurchaseMonth,PurchaseDayOfWeek,AgeGroup,City_Bengaluru,City_Chennai,City_Delhi,City_Hyderabad,City_Jaipur,City_Kolkata,City_Lucknow,City_Mumbai,City_Pune,ProductCategory_Books,ProductCategory_Electronics,ProductCategory_Fashion,ProductCategory_Furniture,ProductCategory_Groceries,ProductCategory_Sports
T00024,C1106,2,0.576923076923077,1.0,0.17775510204081635,2023-02-24,Wallet,0.6972535539622992,2,Friday,41-60,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
T00025,C3615,2,0.7115384615384616,0.75,0.6385714285714286,2023-04-29,UPI,0.8782188516741111,4,Saturday,41-60,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
T00026,C7924,1,0.6730769230769232,0.0,0.43020408163265306,2023-12-08,Card,0.551554272537016,12,Friday,41-60,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
T00027,C6574,1,0.42307692307692313,1.0,0.9208163265306123,2023-05-23,UPI,0.9854294226756234,5,Tuesday,26-40,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
T00028,C5552,2,0.42307692307692313,1.0,0.3444897959183673,2023-03-14,UPI,0.8101675672246019,3,Tuesday,26-40,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
T00029,C3547,2,0.1923076923076924,0.5,0.7391836734693877,2023-02-19,Cash,0.8512901268173753,2,Sunday,26-40,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
T00030,C4527,0,0.3076923076923077,0.75,0.3687755102040816,2023-04-16,Wallet,0.78081394801401,4,Sunday,26-40,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
T00031,C6514,0,0.9038461538461539,1.0,0.5420408163265306,2023-10-10,Wallet,0.8901952702735115,10,Tuesday,60+,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
T00032,C2674,2,0.8461538461538461,0.0,0.44918367346938776,2023-09-18,Card,0.5591822945013288,9,Monday,60+,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
T00033,C2519,0,0.0961538461538462,0.75,0.3408163265306122,2023-03-28,Card,0.7670256967798547,3,Tuesday,18-25,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
T00034,C7224,1,0.34615384615384615,0.0,0.9722448979591837,2023-01-15,Card,0.6975960629427517,1,Sunday,26-40,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
T00035,C2584,0,0.019230769230769273,0.5,0.6610204081632653,2023-11-03,Card,0.83120575667783,11,Friday,18-25,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
T00036,C6881,2,0.46153846153846156,0.75,0.2602040816326531,2023-01-21,Card,0.7203225349603505,1,Saturday,41-60,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
T00037,C6635,1,0.05769230769230771,0.25,0.7457142857142858,2023-10-04,Card,0.7778812853187113,10,Wednesday,18-25,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
T00038,C5333,1,0.1923076923076924,0.75,0.3873469387755102,2023-10-03,Cash,0.7894354639614659,10,Tuesday,26-40,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
T00039,C1711,1,0.6923076923076924,0.0,0.7253061224489796,2023-04-10,Cash,0.6446989831102191,4,Monday,41-60,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
T00040,C8527,0,0.9423076923076924,1.0,0.6161224489795918,2023-01-04,Wallet,0.9130809050482506,1,Wednesday,60+,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
T00041,C9785,0,0.25,0.5,0.2479591836734694,2023-09-08,UPI,0.65886914609375,9,Friday,26-40,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
T00042,C3045,1,0.2692307692307693,0.75,0.8008163265306123,2023-01-14,Cash,0.9189294903304585,1,Saturday,26-40,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
T00043,C7201,1,0.7884615384615384,0.5,0.15653061224489798,2023-07-09,Card,0.581841970905013,7,Sunday,41-60,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
T00044,C2291,0,0.2692307692307693,0.0,0.8289795918367348,2023-04-15,Card,0.6687714535591477,4,Saturday,26-40,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
T00045,C5803,0,0.826923076923077,0.0,0.30326530612244895,2023-05-25,UPI,0.4903844491727033,5,Thursday,60+,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
T00046,C6925,1,0.25,0.0,0.7679591836734694,2023-10-20,Card,0.6549847898768818,10,Friday,26-40,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
T00047,C4150,0,0.326923076923077,1.0,0.30918367346938774,2023-08-07,UPI,0.7913463437924341,8,Monday,26-40,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
T00048,C2139,0,0.7884615384615384,0.25,0.29428571428571426,2023-08-16,UPI,0.6133377003266268,8,Wednesday,41-60,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
T00049,C1750,0,0.5000000000000001,0.5,0.3157142857142857,2023-09-24,Wallet,0.7005007794111927,9,Sunday,41-60,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
T00050,C4733,0,0.6153846153846154,0.25,0.9522448979591837,2023-03-06,UPI,0.8220266134793345,3,Monday,41-60,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
T00051,C5741,2,0.019230769230769273,0.25,0.8200000000000001,2023-08-21,Card,0.7949976345175479,8,Monday,18-25,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
T00052,C2307,2,0.9423076923076924,0.5,0.30142857142857143,2023-06-01,UPI,0.6924688161236044,6,Thursday,60+,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
T00053,C4814,2,0.9423076923076924,0.0,0.4714285714285714,2023-02-26,Wallet,0.567739792000114,2,Sunday,60+,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
T00054,C2654,1,0.826923076923077,0.25,0.03510204081632653,2023-12-28,UPI,0.292681664257464,12,Thursday,60+,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
T00055,C7227,0,0.0,0.5,0.5183673469387755,2023-03-03,Card,0.7877616916523932,3,Friday,18-25,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
T00056,C5554,2,0.576923076923077,0.75,0.27224489795918366,2023-08-16,Cash,0.7280926438033152,8,Wednesday,41-60,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
T00057,C8428,0,0.15384615384615385,0.25,0.2969387755102041,2023-08-10,Wallet,0.6148901043535219,8,Thursday,26-40,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
T00058,C6977,2,0.7884615384615384,0.0,0.6589795918367347,2023-09-10,Cash,0.6274735196337545,9,Sunday,41-60,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
T00059,C3664,1,0.21153846153846156,1.0,0.31387755102040815,2023-05-15,Card,0.7939617423600122,5,Monday,26-40,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
T00060,C7065,1,0.730769230769231,0.5,0.11591836734693878,2023-02-14,Card,0.5336310740181299,2,Tuesday,41-60,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
T00061,C6820,2,0.980769230769231,0.25,0.23979591836734696,2023-03-12,Cash,0.5781804249679935,3,Sunday,60+,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
T00062,C4432,1,0.0,0.0,0.12040816326530612,2023-05-23,Card,0.3365859468692559,5,Tuesday,18-25,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
T00063,C5374,0,0.2692307692307693,0.0,0.7128571428571429,2023-12-09,Cash,0.6415858172501642,12,Saturday,26-40,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
T00064,C2169,0,0.3076923076923077,0.5,0.41,2023-03-01,Card,0.7462289212857335,3,Wednesday,26-40,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
T00065,C3803,1,0.730769230769231,0.75,0.7606122448979592,2023-07-01,Card,0.9096452788456028,7,Saturday,41-60,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
T00066,C9751,0,0.980769230769231,0.0,0.6728571428571428,2023-02-10,Wallet,0.6312127135734705,2,Friday,60+,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
T00067,C5010,2,0.3653846153846154,0.5,0.16755102040816328,2023-04-24,UPI,0.5930141172415538,4,Monday,26-40,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
T00068,C3677,2,0.8653846153846155,0.25,0.8806122448979592,2023-02-08,Cash,0.8078777427169733,2,Wednesday,60+,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
T00069,C8573,2,0.8653846153846155,0.75,0.22938775510204082,2023-06-17,Wallet,0.6988087618973157,6,Saturday,60+,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
T00070,C7216,0,0.7884615384615384,0.5,0.019591836734693877,2023-03-22,Wallet,0.3070431039730456,3,Wednesday,41-60,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
T00071,C5422,2,0.326923076923077,0.5,0.16653061224489796,2023-09-17,UPI,0.5920075457850437,9,Sunday,26-40,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
T00072,C4598,1,0.5192307692307693,0.75,0.6316326530612245,2023-06-21,Card,0.8762609814083134,6,Wednesday,41-60,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
T00073,C6313,2,0.46153846153846156,0.0,0.6418367346938776,2023-05-22,Wallet,0.6227476539213338,5,Monday,41-60,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
T00074,C1916,0,0.42307692307692313,0.0,0.034489795918367344,2023-08-21,Wallet,0.16276273912404793,8,Monday,26-40,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
T00075,C4752,0,0.5576923076923077,0.25,0.18387755102040818,2023-11-19,Card,0.5334464693871687,11,Sunday,41-60,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
T00076,C1525,2,0.3076923076923077,0.25,0.022653061224489797,2023-09-20,Wallet,0.245806778502614,9,Wednesday,26-40,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
T00077,C6168,1,0.25,1.0,0.0730612244897959,2023-12-11,UPI,0.5582962871145204,12,Monday,26-40,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
T00078,C7572,1,0.5576923076923077,1.0,0.22081632653061226,2023-02-07,Wallet,0.7336194020283421,2,Tuesday,41-60,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
T00079,C5386,1,0.3653846153846154,0.25,0.4151020408163265,2023-12-28,Cash,0.6734223687402704,12,Thursday,26-40,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
T00080,C2084,0,0.826923076923077,0.75,0.13959183673469389,2023-12-19,UPI,0.6164295880946861,12,Tuesday,60+,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
T00081,C4456,1,0.6346153846153847,1.0,0.4473469387755102,2023-06-11,UPI,0.8560970355095566,6,Sunday,41-60,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
T00082,C6155,0,1.0,1.0,0.2383673469387755,2023-01-20,UPI,0.7466085346044323,1,Friday,60+,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
T00083,C4483,2,0.7500000000000001,0.75,0.022448979591836733,2023-08-10,Card,0.37292439441491465,8,Thursday,41-60,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
T00084,C9179,2,0.48076923076923084,0.0,0.015510204081632652,2023-02-21,UPI,0.08465343026585626,2,Tuesday,41-60,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
T00085,C7482,0,0.7115384615384616,0.5,0.17775510204081635,2023-12-28,UPI,0.602789577288983,12,Thursday,41-60,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
T00086,C8517,0,0.11538461538461542,0.0,0.906734693877551,2023-09-24,Wallet,0.6849699283012977,9,Sunday,18-25,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
T00087,C3340,2,0.0,0.5,0.5657142857142857,2023-06-12,Wallet,0.8033401013135754,6,Monday,18-25,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
T00088,C5339,2,0.6153846153846154,0.75,0.14204081632653062,2023-04-08,Cash,0.6192384821818048,4,Saturday,41-60,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
T00089,C3287,0,0.8076923076923078,1.0,0.33816326530612245,2023-10-13,UPI,0.8069327645455783,10,Friday,41-60,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
T00090,C5040,2,0.4423076923076924,0.75,0.23265306122448984,2023-12-05,UPI,0.7012105657355215,12,Tuesday,41-60,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
T00091,C9830,2,0.6730769230769232,0.0,0.8030612244897959,2023-11-17,Cash,0.6630406193550323,11,Friday,41-60,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
T00092,C5304,1,0.7884615384615384,0.75,0.9408163265306123,2023-01-19,UPI,0.9480448193097722,1,Thursday,41-60,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
T00093,C8019,1,0.730769230769231,0.0,0.7426530612244898,2023-11-21,Wallet,0.6489514422281643,11,Tuesday,41-60,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
T00094,C7543,2,0.730769230769231,0.75,0.2726530612244898,2023-11-18,Cash,0.7283504021796287,11,Saturday,41-60,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
T00095,C6930,2,0.34615384615384615,0.25,0.5138775510204081,2023-01-05,Card,0.711225322741213,1,Thursday,26-40,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
T00096,C4593,1,0.3653846153846154,0.0,0.5544897959183673,2023-05-06,Cash,0.596593084692503,5,Saturday,26-40,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
T00097,C3266,2,0.826923076923077,0.5,0.8006122448979592,2023-03-12,Card,0.8656736978478431,3,Sunday,60+,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
T00098,C9348,0,0.11538461538461542,1.0,0.25816326530612244,2023-10-28,Wallet,0.7602415431022643,10,Saturday,18-25,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
T00099,C9085,2,0.576923076923077,1.0,0.40755102040816327,2023-07-12,Cash,0.8396512100400496,7,Wednesday,41-60,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
T00100,C2489,2,0.07692307692307698,0.0,0.09326530612244899,2023-04-23,Cash,0.2970420832545807,4,Sunday,18-25,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
T00101,C1771,0,0.40384615384615385,0.25,0.9085714285714286,2023-12-11,UPI,0.8135297020421673,12,Monday,26-40,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
T00102,C2796,1,0.326923076923077,1.0,0.4471428571428571,2023-04-11,Card,0.8560163208314552,4,Tuesday,26-40,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
T00103,C3504,2,0.7692307692307693,0.25,0.9087755102040816,2023-05-16,UPI,0.8135703288433126,5,Tuesday,41-60,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
T00104,C3621,1,0.3846153846153847,0.5,0.20571428571428574,2023-08-29,UPI,0.6271955724366481,8,Tuesday,26-40,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
T00105,C7916,1,0.326923076923077,1.0,0.03530612244897959,2023-03-19,Wallet,0.4626460184874318,3,Sunday,26-40,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
T00106,C2040,2,0.3076923076923077,0.75,0.07428571428571429,2023-09-06,Wallet,0.5194469521718613,9,Wednesday,26-40,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
T00107,C7304,2,0.7884615384615384,0.75,0.17183673469387756,2023-04-06,Cash,0.6503801990776023,4,Thursday,41-60,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
T00108,C7252,1,0.8653846153846155,0.0,0.9104081632653062,2023-09-12,Card,0.6857012116714475,9,Tuesday,60+,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
T00109,C8668,2,0.7884615384615384,1.0,0.4959183673469387,2023-05-25,Wallet,0.8743699145102605,5,Thursday,41-60,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
T00110,C9669,2,0.3653846153846154,0.25,0.17142857142857143,2023-03-09,Card,0.5218222506204456,3,Thursday,26-40,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
T00111,C5119,1,0.23076923076923084,0.25,0.8551020408163266,2023-04-12,Card,0.8025657011017492,4,Wednesday,26-40,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
T00112,C1188,1,0.17307692307692313,0.5,0.6942857142857143,2023-11-22,Card,0.8400212811702316,11,Wednesday,26-40,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
T00113,C2876,0,0.6346153846153847,1.0,0.23693877551020412,2023-02-15,Cash,0.7455847186166963,2,Wednesday,41-60,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
T00114,C9797,2,0.9230769230769232,0.25,0.0018367346938775488,2023-09-22,Card,0.12403842649482955,9,Friday,60+,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
T00115,C5371,0,0.28846153846153855,0.25,0.37489795918367347,2023-04-20,UPI,0.6555106235618066,4,Thursday,26-40,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
T00116,C6573,1,0.05769230769230771,1.0,0.04,2023-01-02,Card,0.4775975959467814,1,Monday,18-25,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
T00117,C2827,2,0.980769230769231,0.75,0.3787755102040816,2023-08-11,Cash,0.7855061718743573,8,Friday,60+,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
T00118,C5808,1,0.980769230769231,1.0,0.7140816326530612,2023-02-04,UPI,0.9395571408438356,2,Saturday,60+,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
T00119,C8123,2,0.980769230769231,0.75,0.6442857142857142,2023-09-09,Card,0.8798157989541767,9,Saturday,60+,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
T00120,C3591,2,0.730769230769231,0.0,0.24632653061224494,2023-10-13,Card,0.45462046516007504,10,Friday,41-60,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
T00121,C8433,0,0.48076923076923084,0.0,0.5906122448979592,2023-11-09,UPI,0.607861101533702,11,Thursday,41-60,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
T00122,C1053,1,0.8076923076923078,0.75,0.4793877551020408,2023-04-17,Card,0.827079497737229,4,Monday,41-60,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
T00123,C5315,2,0.3846153846153847,1.0,0.37755102040816324,2023-12-30,Cash,0.8262089420128788,12,Saturday,26-40,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
T00124,C9201,0,0.826923076923077,0.5,0.643061224489796,2023-04-02,Card,0.8262658424465098,4,Sunday,60+,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
T00125,C3927,1,0.15384615384615385,0.25,0.18775510204081633,2023-01-20,Card,0.5369228354779482,1,Friday,26-40,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
T00126,C9317,0,0.8846153846153847,0.0,0.8220408163265306,2023-08-03,Card,0.6672545347719488,8,Thursday,60+,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
T00127,C2743,1,0.019230769230769273,0.0,0.28346938775510205,2023-12-19,Wallet,0.47871827552680657,12,Tuesday,18-25,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
T00128,C5889,2,0.7884615384615384,0.75,0.18408163265306124,2023-05-15,Card,0.6617990253158069,5,Monday,41-60,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
T00129,C9317,0,0.5961538461538463,0.5,0.3753061224489796,2023-11-11,UPI,0.7306860016983318,11,Saturday,41-60,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
T00130,C4258,0,0.34615384615384615,1.0,0.17,2023-07-14,Cash,0.6898707158578968,7,Friday,26-40,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
T00131,C3504,2,0.3076923076923077,0.5,0.4710204081632653,2023-11-20,Wallet,0.7707496070855372,11,Monday,26-40,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
T00132,C7126,1,0.5000000000000001,0.75,0.5973469387755102,2023-10-26,UPI,0.8662704128009912,10,Thursday,41-60,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
T00133,C3646,2,0.48076923076923084,0.5,0.1273469387755102,2023-05-01,Wallet,0.5485149263411334,5,Monday,41-60,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
T00134,C9837,0,0.46153846153846156,0.25,0.5577551020408164,2023-11-23,Wallet,0.7258218036835976,11,Thursday,41-60,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
T00135,C9689,2,0.9038461538461539,1.0,0.19775510204081634,2023-06-28,Wallet,0.7150357469862948,6,Wednesday,60+,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
T00136,C1009,0,0.03846153846153849,1.0,0.6026530612244898,2023-09-05,Wallet,0.9091249923557642,9,Tuesday,18-25,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
T00137,C6310,2,0.7115384615384616,0.5,0.1416326530612245,2023-09-29,UPI,0.5655790385620546,9,Friday,41-60,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
T00138,C9005,1,0.8653846153846155,0.0,0.07244897959183674,2023-12-03,Card,0.25970212884695887,12,Sunday,60+,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
T00139,C1319,0,0.6923076923076924,0.25,0.2524489795918367,2023-04-03,UPI,0.5869600117130055,4,Monday,41-60,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
T00140,C2832,0,1.0,1.0,0.2975510204081633,2023-06-03,Cash,0.7847007005650181,6,Saturday,60+,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
T00141,C6947,1,0.23076923076923084,1.0,0.716530612244898,2023-04-29,Cash,0.9401728314983863,4,Saturday,26-40,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
T00142,C6038,2,0.40384615384615385,0.0,0.886734693877551,2023-05-30,UPI,0.6809369688069261,5,Tuesday,26-40,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
T00143,C4923,1,0.8846153846153847,0.5,0.559795918367347,2023-12-09,UPI,0.8014630544997349,12,Saturday,60+,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
T00144,C1949,2,0.8653846153846155,0.0,0.3030612244897959,2023-09-06,Card,0.4902678567800184,9,Wednesday,60+,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
T00145,C4946,1,0.2692307692307693,0.75,0.7108163265306122,2023-09-08,Cash,0.8974598840021862,9,Friday,26-40,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
T00146,C2290,1,0.826923076923077,0.0,0.2510204081632653,2023-11-19,Cash,0.4578447968738152,11,Sunday,60+,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
T00147,C2403,0,0.6538461538461539,0.25,0.5040816326530613,2023-07-20,Wallet,0.7078030846011464,7,Thursday,41-60,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
